title,critic_score,audience_score
Mad Hot Ballroom,84.0,83.0
Mindhunters,24.0,57.0
Monster-in-Law,18.0,55.0
Unleashed,,
Star Wars: Episode III - Revenge of the Sith,79.0,66.0
Dominion: Prequel to the Exorcist,29.0,25.0
The Longest Yard,31.0,62.0
The Longest Yard,31.0,62.0
Madagascar,55.0,67.0
Empire Falls,,75.0
The Sisterhood of the Traveling Pants,82.0,78.0
Cinderella Man,80.0,91.0
Lords of Dogtown,55.0,81.0
The Adventures of Sharkboy and Lavagirl,20.0,33.0
Mr. & Mrs. Smith,60.0,58.0
Tarzan II,33.0,36.0
Batman Begins,85.0,94.0
The Perfect Man,,
The Perfect Man,6.0,58.0
Herbie: Fully Loaded,41.0,39.0
Bewitched,24.0,28.0
Land of the Dead,74.0,52.0
War of the Worlds,76.0,42.0
Rebound,14.0,38.0
Dark Water,47.0,28.0
Fantastic Four,28.0,45.0
Charlie and the Chocolate Factory,83.0,51.0
Wedding Crashers,75.0,70.0
Bad News Bears,48.0,46.0
The Devil's Rejects,54.0,78.0
The Devil's Rejects,54.0,78.0
Hustle & Flow,82.0,82.0
The Island,40.0,63.0
Island,,
March of the Penguins,94.0,81.0
November,31.0,41.0
Must Love Dogs,37.0,50.0
Sky High,,56.0
Stealth,,56.0
The Chumscrubber,37.0,75.0
The Dukes of Hazzard,14.0,46.0
Junebug,86.0,73.0
Four Brothers,53.0,80.0
The Great Raid,38.0,70.0
Supercross: The Movie,5.0,62.0
The Proud Family,,66.0
Red Eye,,
Valiant,32.0,29.0
The Brothers Grimm,38.0,39.0
The Cave,,
The Cave,12.0,28.0
Undiscovered,8.0,48.0
The Constant Gardener,83.0,82.0
A Sound of Thunder,6.0,18.0
Transporter 2,52.0,58.0
Underclassman,6.0,34.0
Thumbsucker,71.0,71.0
The Exorcism of Emily Rose,45.0,60.0
The Man,12.0,41.0
Man,,
Cry Wolf,23.0,51.0
Just Like Heaven,54.0,75.0
Lord of War,62.0,85.0
Venom,,
Tim Burton's Corpse Bride,84.0,77.0
Dirty Love,6.0,68.0
Flightplan,37.0,48.0
Roll Bounce,66.0,70.0
The Greatest Game Ever Played,63.0,82.0
A History of Violence,88.0,76.0
Into the Blue,21.0,57.0
Little Manhattan,77.0,86.0
Oliver Twist,,
Serenity,82.0,91.0
The Squid and the Whale,92.0,81.0
The Gospel,32.0,75.0
In Her Shoes,74.0,66.0
Two for the Money,22.0,48.0
Waiting ...,30.0,75.0
Domino,18.0,56.0
Elizabethtown,28.0,66.0
The Fog,,
The Fog,4.0,19.0
"The Prize Winner of Defiance, Ohio",60.0,74.0
The Batman vs. Dracula,,66.0
The Batman vs. Dracula,,66.0
Doom,18.0,34.0
Dreamer: Inspired by a True Story,64.0,78.0
Take Me Home Tonight,28.0,42.0
North Country,70.0,76.0
Shopgirl,61.0,58.0
Stay,26.0,69.0
The Legend of Zorro,28.0,48.0
Prime,50.0,52.0
Saw II,37.0,59.0
The Weather Man,60.0,56.0
Chicken Little,37.0,47.0
"Good Night, and Good Luck.",93.0,83.0
Get Rich or Die Tryin',17.0,70.0
Derailed,21.0,58.0
"Kiss Kiss, Bang Bang",86.0,87.0
Zathura,76.0,51.0
Harry Potter and the Goblet of Fire,88.0,74.0
Walk the Line,82.0,90.0
Bee Season,44.0,35.0
The Ice Harvest,47.0,43.0
In the Mix,13.0,50.0
Just Friends,42.0,71.0
"Yours, Mine & Ours",6.0,51.0
Brokeback Mountain,88.0,82.0
Syriana,73.0,67.0
Kronk's New Groove,0.0,44.0
King Kong,84.0,50.0
The Family Stone,52.0,63.0
Cheaper by the Dozen 2,7.0,57.0
Fun With Dick and Jane,29.0,49.0
Memoirs of a Geisha,36.0,83.0
Munich,78.0,83.0
The Ringer,,
Ringer,,
Transamerica,77.0,83.0
Mrs. Henderson Presents,68.0,72.0
The New World,,
New World,63.0,86.0
Rumor Has It ...,21.0,41.0
Match Point,77.0,81.0
The Matador,,
Matador,93.0,78.0
Pirates of the Caribbean: Dead Man's Chest,53.0,72.0
Night at the Museum,42.0,67.0
Cars,75.0,80.0
The Da Vinci Code,25.0,57.0
Superman Returns,74.0,60.0
Happy Feet,76.0,70.0
Casino Royale,94.0,90.0
The Pursuit of Happyness,67.0,87.0
BloodRayne,4.0,17.0
Grandma's Boy,15.0,85.0
Hostel,59.0,53.0
Hoodwinked!,,
Last Holiday,100.0,77.0
Tristan and Isolde,,43.0
End of the Spear,42.0,82.0
High School Musical,67.0,74.0
Underworld: Evolution,17.0,72.0
Wristcutters: A Love Story,67.0,82.0
Annapolis,10.0,60.0
Nanny McPhee,74.0,64.0
Something New,61.0,72.0
When a Stranger Calls,9.0,43.0
Curious George,,
Final Destination 3,43.0,57.0
Firewall,19.0,37.0
The Pink Panther,89.0,78.0
The Pink Panther,21.0,51.0
Eight Below,73.0,79.0
Freedomland,24.0,25.0
Stuart Little 3: Call of the Wild,,27.0
Madea's Family Reunion,26.0,93.0
Running Scared,,50.0
Mrs. Harris,43.0,39.0
16 Blocks,55.0,57.0
Aquamarine,53.0,62.0
Failure to Launch,23.0,52.0
The Hills Have Eyes,52.0,58.0
The Hills Have Eyes,52.0,58.0
The Libertine,34.0,58.0
The Shaggy Dog,,
The Shaggy Dog,26.0,39.0
She's the Man,44.0,79.0
Thank You for Smoking,86.0,87.0
V for Vendetta,73.0,90.0
Inside Man,86.0,85.0
Larry the Cable Guy: Health Inspector,5.0,52.0
The Secret,,
Secret,,
Unidentified,,54.0
ATL,62.0,86.0
Basic Instinct 2,6.0,27.0
Slither,87.0,63.0
The Benchwarmers,13.0,64.0
Friends With Money,72.0,40.0
Lucky Number Slevin,52.0,87.0
Phat Girlz,21.0,65.0
Take the Lead,44.0,77.0
Hard Candy,67.0,77.0
The Notorious Bettie Page,58.0,51.0
The Notorious Bettie Page,58.0,51.0
Scary Movie 4,34.0,51.0
The Wild,19.0,36.0
Wild,50.0,71.0
American Dreamz,39.0,31.0
The Sentinel,35.0,41.0
Silent Hill,32.0,63.0
Dr. Dolittle 3,,45.0
Akeelah and the Bee,86.0,81.0
RV,24.0,45.0
Stick It,32.0,73.0
United 93,90.0,83.0
An American Haunting,13.0,35.0
Art School Confidential,36.0,48.0
Hoot,26.0,54.0
Just My Luck,14.0,48.0
Poseidon,33.0,43.0
The Da Vinci Code,25.0,57.0
Over the Hedge,75.0,71.0
See No Evil,10.0,50.0
An Inconvenient Truth,93.0,79.0
The Break-Up,34.0,46.0
The Omen,26.0,40.0
Cars,75.0,80.0
The Fast and the Furious: Tokyo Drift,37.0,69.0
The Lake House,35.0,73.0
The Lake House,35.0,73.0
Loverboy,,
Nacho Libre,40.0,55.0
Click,34.0,66.0
Waist Deep,28.0,76.0
Leroy & Stitch,40.0,52.0
Superman Returns,74.0,60.0
The Devil Wears Prada,75.0,76.0
Pirates of the Caribbean: Dead Man's Chest,53.0,72.0
A Scanner Darkly,68.0,74.0
Little Man,12.0,55.0
"You, Me and Dupree",20.0,50.0
Lady in the Water,25.0,49.0
Monster House,75.0,64.0
Little Miss Sunshine,91.0,91.0
The Ant Bully,62.0,42.0
The Ant Bully,62.0,42.0
John Tucker Must Die,28.0,69.0
Miami Vice,47.0,43.0
Scoop,41.0,55.0
Barnyard: The Original Party Animals,22.0,52.0
The Descent,87.0,76.0
The Descent,87.0,76.0
The Night Listener,40.0,35.0
Talladega Nights: The Ballad of Ricky Bobby,71.0,73.0
World Trade Center,66.0,60.0
Half Nelson,91.0,82.0
Pulse,11.0,27.0
Step Up,21.0,83.0
Zoom,4.0,33.0
Accepted,38.0,72.0
The Illusionist,90.0,79.0
The Illusionist,73.0,83.0
Material Girls,4.0,44.0
Snakes on a Plane,69.0,49.0
Trust the Man,29.0,35.0
Beerfest,40.0,75.0
How to Eat Fried Worms,61.0,47.0
Idlewild,47.0,66.0
Invincible,72.0,73.0
Brother Bear 2,50.0,55.0
Crank,62.0,71.0
Crossover,2.0,59.0
Idiocracy,71.0,60.0
The Wicker Man,15.0,17.0
The Wicker Man,15.0,17.0
The Namesake,,
The Namesake,85.0,79.0
The Covenant,,
The Covenant,4.0,62.0
Hollywoodland,68.0,48.0
The Black Dahlia,32.0,27.0
Everyone's Hero,41.0,44.0
Gridiron Gang,43.0,81.0
Haven,15.0,60.0
The Last Kiss,73.0,79.0
The Last Kiss,46.0,59.0
All the King's Men,12.0,40.0
Bandidas,56.0,43.0
Flyboys,33.0,66.0
The Science of Sleep,70.0,81.0
The Science of Sleep,70.0,81.0
The Last King of Scotland,87.0,89.0
The Last King of Scotland,87.0,89.0
Facing the Giants,16.0,85.0
The Guardian,,
The Guardian,37.0,80.0
A Guide to Recognizing Your Saints,76.0,73.0
Open Season,49.0,57.0
School for Scoundrels,27.0,52.0
The Departed,91.0,94.0
The Departed,91.0,94.0
Employee of the Month,20.0,53.0
Little Children,80.0,82.0
The Queen,97.0,76.0
Queen,92.0,85.0
The Texas Chainsaw Massacre: The Beginning,15.0,53.0
The Texas Chainsaw Massacre: The Beginning,15.0,53.0
The Grudge 2,12.0,40.0
Infamous,74.0,69.0
Man of the Year,21.0,45.0
The Marine,17.0,60.0
One Night With the King,20.0,78.0
Flags of Our Fathers,76.0,69.0
Flicka,54.0,82.0
The Prestige,77.0,92.0
Babel,69.0,77.0
Catch a Fire,75.0,71.0
Death of a President,40.0,58.0
Dirty Sanchez: The Movie,40.0,74.0
Shut Up and Sing,89.0,86.0
Running With Scissors,32.0,56.0
Flushed Away,73.0,65.0
Unknown,38.0,54.0
Volver,91.0,89.0
Breaking and Entering,34.0,52.0
Come Early Morning,84.0,49.0
Harsh Times,48.0,55.0
The Return,96.0,93.0
The Return,16.0,32.0
Stranger Than Fiction,73.0,85.0
Bobby,,
Candy,47.0,77.0
Casino Royale,94.0,90.0
For Your Consideration,53.0,43.0
Fast Food Nation,49.0,42.0
Happy Feet,76.0,70.0
Let's Go to Prison,13.0,48.0
Griffin and Phoenix: A Love Story,,75.0
Deck the Halls,6.0,30.0
The Fountain,53.0,74.0
Tenacious D in: The Pick of Destiny,52.0,67.0
10 Items or Less,64.0,65.0
The Nativity Story,38.0,76.0
Sweet Land,85.0,83.0
Turistas,19.0,28.0
Miss Potter,69.0,68.0
Apocalypto,65.0,79.0
Blood Diamond,63.0,90.0
The Holiday,50.0,80.0
Holiday,100.0,89.0
Unaccompanied Minors,30.0,53.0
Charlotte's Web,79.0,62.0
Dreamgirls,79.0,71.0
Eragon,16.0,46.0
The Good German,34.0,33.0
The Good German,34.0,33.0
Home of the Brave,23.0,46.0
The Pursuit of Happyness,67.0,87.0
Salvage,86.0,20.0
Letters From Iwo Jima,91.0,86.0
The Painted Veil,74.0,85.0
The Painted Veil,74.0,85.0
Rocky Balboa,78.0,76.0
Venus,88.0,74.0
The Good Shepherd,,27.0
The Good Shepherd,56.0,51.0
Night at the Museum,42.0,67.0
We Are Marshall,49.0,79.0
Black Christmas,14.0,38.0
Children of Men,92.0,85.0
Notes on a Scandal,88.0,83.0
Perfume: The Story of a Murderer,59.0,74.0
The Dead Girl,76.0,65.0
Pan's Labyrinth,95.0,91.0
Spider-Man 3,63.0,51.0
Shrek the Third,42.0,52.0
Pirates of the Caribbean: At World's End,44.0,72.0
Harry Potter and the Order of the Phoenix,78.0,81.0
I Am Legend,68.0,68.0
The Bourne Ultimatum,92.0,91.0
National Treasure: Book of Secrets,36.0,67.0
Alvin and the Chipmunks,,57.0
300,61.0,89.0
Code Name: The Cleaner,4.0,38.0
Freedom Writers,70.0,87.0
Happily N'Ever After,6.0,34.0
Three,,
Murder Party,100.0,58.0
Alpha Dog,55.0,67.0
Arthur and the Invisibles,22.0,56.0
Primeval,21.0,32.0
Stomp the Yard,27.0,81.0
Alone With Her,68.0,46.0
The Hitcher,64.0,74.0
The Hitcher,19.0,52.0
Blood and Chocolate,11.0,52.0
Catch and Release,22.0,55.0
Epic Movie,2.0,29.0
Seraphim Falls,57.0,53.0
Smokin' Aces,31.0,62.0
Because I Said So,4.0,65.0
Factory Girl,20.0,60.0
The Messengers,11.0,44.0
Messengers,,
The Situation,,
Situation,,
Cinderella III: A Twist in Time,75.0,61.0
Hannibal Rising,16.0,55.0
Norbit,9.0,53.0
Daddy's Little Girls,26.0,81.0
Music and Lyrics,63.0,68.0
Breach,84.0,67.0
Bridge to Terabithia,85.0,70.0
Ghost Rider,27.0,48.0
Amazing Grace,,
The Astronaut farmer,58.0,49.0
The Astronaut farmer,58.0,49.0
The Number 23,7.0,56.0
RENO 911!: Miami,35.0,51.0
Black Snake Moan,66.0,69.0
Wild Hogs,14.0,61.0
Zodiac,90.0,77.0
300,61.0,89.0
The Ultimate Gift,33.0,84.0
The Namesake,,
The Namesake,85.0,79.0
Life Support,,81.0
1 More Hit,,
Dead Silence,21.0,51.0
I Think I Love My Wife,19.0,41.0
Premonition,8.0,50.0
The Wind That Shakes the Barley,90.0,87.0
The Wind That Shakes the Barley,90.0,87.0
The Hills Have Eyes 2,12.0,40.0
Pride,47.0,72.0
Reign Over Me,64.0,81.0
Shooter,48.0,80.0
TMNT,36.0,60.0
Blades of Glory,70.0,68.0
The Lookout,,
The Lookout,87.0,74.0
Meet the Robinsons,67.0,74.0
Are We Done Yet?,7.0,30.0
Firehouse Dog,37.0,62.0
The Reaping,8.0,49.0
The Reaping,8.0,49.0
Grindhouse,84.0,87.0
The Hoax,,
Hoax,,
The TV Set,64.0,58.0
Disturbia,70.0,77.0
Lonely Hearts,48.0,49.0
Pathfinder,9.0,36.0
Perfect Stranger,,
Redline,0.0,47.0
Slow Burn,9.0,55.0
Year of the Dog,70.0,43.0
Fracture,72.0,73.0
Hot Fuzz,91.0,89.0
In the Land of Women,44.0,52.0
The Tripper,38.0,33.0
The Tripper,38.0,33.0
Vacancy,55.0,42.0
The Condemned,,43.0
The Condemned,16.0,58.0
Diggers,69.0,57.0
Invisible,,
Jindabyne,65.0,49.0
Next,28.0,53.0
Snow Cake,64.0,86.0
Wind Chill,44.0,31.0
Waitress,89.0,74.0
Civic Duty,56.0,33.0
Lucky You,28.0,28.0
Spider-Man 3,63.0,51.0
28 Weeks Later,72.0,66.0
Delta Farce,5.0,38.0
The Ex,19.0,32.0
Georgia Rule,19.0,52.0
Home of the Brave,23.0,46.0
Once,97.0,91.0
Black Book,77.0,87.0
Even Money,24.0,29.0
Shrek the Third,42.0,52.0
The Wendell Baker Story,40.0,40.0
The Wendell Baker Story,40.0,40.0
Angela,,
Bug,61.0,34.0
Pirates of the Caribbean: At World's End,44.0,72.0
Bury My Heart at Wounded Knee,,78.0
Day Watch,63.0,68.0
Gracie,62.0,58.0
Knocked Up,89.0,83.0
Mr. Brooks,55.0,76.0
Pierrepoint: The Last Hangman,79.0,85.0
La Vie en Rose,74.0,84.0
Ocean's Thirteen,70.0,75.0
Surf's Up,79.0,70.0
D.O.A.: Dead or Alive,33.0,36.0
Eagle vs. Shark,57.0,67.0
Fantastic Four: Rise of the Silver Surfer,38.0,51.0
Nancy Drew,50.0,59.0
1408,80.0,61.0
Black Sheep,71.0,53.0
Evan Almighty,24.0,52.0
Live Free or Die Hard,82.0,86.0
Evening,27.0,48.0
Ratatouille,96.0,87.0
Sicko,91.0,87.0
License to Wed,7.0,53.0
Introducing the Dwights,52.0,50.0
Rescue Dawn,90.0,75.0
The Ark,,58.0
Joshua,62.0,41.0
Rise: Blood Hunter,33.0,20.0
Harry Potter and the Order of the Phoenix,78.0,81.0
Captivity,9.0,23.0
Interview,,65.0
Talk to Me,83.0,77.0
Cashback,47.0,77.0
Hairspray,92.0,84.0
I Now Pronounce You Chuck and Larry,14.0,69.0
Sunshine,77.0,73.0
Arctic Tale,61.0,61.0
I Know Who Killed Me,9.0,26.0
No Reservations,42.0,62.0
The Simpsons Movie,,
The Simpsons Movie,87.0,77.0
Who's Your Caddy?,6.0,59.0
Becoming Jane,58.0,74.0
The Bourne Ultimatum,92.0,91.0
Bratz,10.0,46.0
Hot Rod,39.0,64.0
The Ten,35.0,40.0
10,85.0,80.0
Underdog,14.0,42.0
Daddy Day Camp,1.0,38.0
Rocket Science,84.0,72.0
Rush Hour 3,17.0,63.0
Skinwalkers,13.0,25.0
Stardust,77.0,86.0
Delirious,29.0,39.0
Death at a Funeral,62.0,79.0
The 11th Hour,67.0,69.0
The 11th Hour,67.0,69.0
High School Musical 2,83.0,72.0
The Invasion,20.0,40.0
The Invasion,20.0,40.0
The Last Legion,15.0,34.0
Superbad,88.0,87.0
Marigold,30.0,40.0
Dedication,40.0,64.0
The Hottest State,32.0,52.0
Mr. Bean's Holiday,51.0,49.0
The Nanny Diaries,34.0,51.0
Resurrecting the Champ,61.0,60.0
September Dawn,16.0,49.0
War,13.0,51.0
Balls of Fury,21.0,33.0
Death Sentence,20.0,60.0
I Want Someone to Eat Cheese With,73.0,38.0
3:10 to Yuma,89.0,86.0
The Hunting Party,20.0,54.0
Hunting Party,,
Shoot 'Em Up,67.0,65.0
The Brave One,43.0,64.0
The Brave One,43.0,64.0
December Boys,41.0,52.0
Eastern Promises,89.0,83.0
In the Valley of Elah,74.0,77.0
Mr. Woodcock,14.0,32.0
The Assassination of Jesse James by the Coward Robert Ford,77.0,75.0
Good Luck Chuck,5.0,57.0
Into the Wild,83.0,89.0
Resident Evil: Extinction,24.0,58.0
Sydney White,35.0,70.0
Feast of Love,40.0,55.0
The Kingdom,52.0,76.0
Kingdom,94.0,96.0
The Darjeeling Limited,69.0,78.0
Fierce People,24.0,57.0
Feel the Noise,11.0,42.0
The Good Night,30.0,33.0
The Heartbreak Kid,29.0,37.0
The Heartbreak Kid,92.0,73.0
The Seeker,,
Across the Universe,53.0,82.0
Final Season,,
Michael Clayton,90.0,69.0
Sleuth,36.0,51.0
We Own the Night,57.0,61.0
Why Did I Get Married?,48.0,78.0
Return to House on Haunted Hill,43.0,20.0
30 Days of Night,51.0,56.0
The Comebacks,9.0,33.0
Gone Baby Gone,94.0,86.0
Rendition,48.0,62.0
Reservation Road,38.0,52.0
Sarah Landon and the Paranormal Hour,0.0,26.0
The Nightmare Before Christmas,95.0,92.0
The Ten Commandments,,
Things We Lost in the Fire,65.0,73.0
Before the Devil Knows You're Dead,89.0,72.0
Dan in Real Life,65.0,69.0
American Gangster,81.0,90.0
Bee Movie,50.0,53.0
Martian Child,35.0,72.0
Fred Claus,21.0,45.0
Lions for Lambs,27.0,47.0
No Country for Old Men,93.0,86.0
P2,34.0,36.0
Southland Tales,41.0,41.0
Beowulf,71.0,50.0
Love in the Time of Cholera,27.0,45.0
Margot at the Wedding,51.0,40.0
Mr. Magorium's Wonder Emporium,39.0,55.0
August Rush,37.0,82.0
Enchanted,93.0,80.0
Hitman,16.0,57.0
The Mist,73.0,65.0
The Mist,73.0,65.0
This Christmas,55.0,81.0
The Savages,,
The Savages,90.0,75.0
Awake,23.0,55.0
The Diving Bell and the Butterfly,94.0,92.0
Juno,94.0,88.0
The Amateurs (The Moguls) (Dirty Movie),19.0,54.0
Atonement,83.0,80.0
The Golden Compass,42.0,51.0
Grace Is Gone,63.0,60.0
Revolver,,
Alvin and the Chipmunks,,57.0
I Am Legend,68.0,68.0
The Kite Runner,65.0,84.0
Youth Without Youth,33.0,44.0
Charlie Wilson's War,82.0,73.0
National Treasure: Book of Secrets,36.0,67.0
P.S. I Love You,25.0,80.0
Sweeney Todd: The Demon Barber of Fleet Street,,86.0
The Bucket List,41.0,77.0
The Bucket List,41.0,77.0
The Great Debaters,80.0,86.0
St. Trinian's,32.0,55.0
There Will Be Blood,91.0,86.0
The Orphanage,87.0,86.0
The Dark Knight,94.0,94.0
Iron Man,94.0,91.0
Indiana Jones and the Kingdom of the Crystal Skull,77.0,53.0
Hancock,42.0,59.0
Kung Fu Panda,87.0,83.0
Twilight,49.0,72.0
Madagascar: Escape 2 Africa,64.0,66.0
Quantum of Solace,64.0,58.0
Horton Hears a Who!,,
The Killing of John Lennon,39.0,46.0
The Killing of John Lennon,39.0,46.0
One Missed Call,0.0,29.0
The Business of Being Born,81.0,85.0
First Sunday,12.0,56.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,43.0,61.0
27 Dresses,41.0,57.0
Cassandra's Dream,46.0,49.0
Cloverfield,78.0,68.0
Teeth,80.0,45.0
How She Move,66.0,51.0
Meet the Spartans,2.0,25.0
Rambo,,77.0
The Eye,64.0,72.0
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,71.0,70.0
Enid Is Sleeping,,38.0
Strange Wilderness,2.0,35.0
How to Rob a Bank,29.0,42.0
Fool's Gold,,
In Bruges,85.0,87.0
Welcome Home Roscoe Jenkins,23.0,63.0
Sita Sings the Blues,100.0,85.0
Jumper,15.0,44.0
The Spiderwick Chronicles,81.0,63.0
Step Up 2 the Streets,28.0,76.0
Diary of the Dead,,45.0
Be Kind Rewind,65.0,56.0
Charlie Bartlett,58.0,71.0
Sex and Death 101,25.0,42.0
U2 3D,92.0,93.0
Vantage Point,34.0,57.0
Witless Protection,4.0,46.0
Bonneville,41.0,43.0
Chicago 10,80.0,77.0
City of Men,74.0,78.0
The Other Boleyn Girl,43.0,62.0
Penelope,,
Dr. Dolittle: Tail to the Chief,,45.0
"10,000 B.C.",9.0,37.0
The Bank Job,,59.0
The Bank Job,,59.0
College Road Trip,12.0,50.0
Miss Pettigrew Lives for a Day,78.0,71.0
Paranoid Park,77.0,65.0
Snow Angels,67.0,67.0
Doomsday,50.0,44.0
Dr. Seuss' Horton Hears a Who!,,
Never Back Down,21.0,34.0
Sleepwalking,17.0,43.0
Drillbit Taylor,27.0,44.0
The Grand,40.0,43.0
Shutter,63.0,77.0
Under the Same Moon,,
21,,17.0
Flawless,40.0,54.0
Leatherheads,52.0,38.0
My Blueberry Nights,45.0,61.0
Nim's Island,53.0,46.0
The Ruins,50.0,30.0
Ruins,,
Shine a Light,86.0,74.0
Prom Night,9.0,38.0
Street Kings,38.0,58.0
The Visitor,,
Visitor,,
88 Minutes,5.0,44.0
Anamorph,27.0,24.0
Expelled: No Intelligence Allowed,11.0,68.0
The Forbidden Kingdom,63.0,60.0
Forgetting Sarah Marshall,83.0,76.0
The Life Before Her Eyes,24.0,51.0
Where in the World Is Osama bin Laden?,38.0,52.0
Young at Heart,90.0,91.0
Zombie Strippers,38.0,30.0
Baby Mama,63.0,55.0
Deal,,
Deception,53.0,21.0
Rogue,84.0,54.0
Son of Rambow,74.0,80.0
Standard Operating Procedure,79.0,79.0
Iron Man,94.0,91.0
Made of Honor,16.0,55.0
Redbelt,68.0,65.0
Then She Found Me,51.0,43.0
Viva,60.0,39.0
The Fall,,
Fall,79.0,79.0
Speed Racer,42.0,60.0
The Tracey Fragments,42.0,54.0
The Chronicles of Narnia: Prince Caspian,66.0,73.0
How the Garcia Girls Spent Their Summer,79.0,44.0
The Flock,,32.0
The Flock,,32.0
Indiana Jones and the Kingdom of the Crystal Skull,77.0,53.0
"War, Inc.",29.0,38.0
Savage Grace,38.0,38.0
The Foot Fist Way,54.0,46.0
The Foot Fist Way,54.0,46.0
Sex and the City,50.0,77.0
The Strangers,49.0,48.0
Strangers,,
Kung Fu Panda,87.0,83.0
Mongol,87.0,76.0
The Promotion,55.0,28.0
You Don't Mess With the Zohan,37.0,45.0
The Children of Huang Shi,31.0,66.0
Happening,99.0,77.0
The Incredible Hulk,67.0,69.0
Brick Lane,68.0,60.0
Get Smart,51.0,67.0
Kit Kittredge: An American Girl,80.0,69.0
The Love Guru,13.0,33.0
Finding Amanda,40.0,28.0
Wanted,,
Hancock,42.0,59.0
The Wackness,,
The Wackness,71.0,72.0
Garden Party,15.0,25.0
Journey to the Center of the Earth,84.0,69.0
Meet Dave,20.0,35.0
Roman Polanski: Wanted and Desired,85.0,78.0
The Dark Knight,94.0,94.0
Mamma Mia!,55.0,66.0
Transsiberian,91.0,65.0
Boy A,88.0,87.0
Brideshead Revisited,62.0,52.0
Frozen River,88.0,74.0
The Midnight Meat Train,71.0,50.0
The Mummy: Tomb of the Dragon Emperor,13.0,30.0
Swing Vote,38.0,41.0
Pineapple Express,68.0,73.0
The Sisterhood of the Traveling Pants 2,66.0,66.0
Beer for My Horses,0.0,62.0
Elegy,,
What We Do Is Secret,45.0,53.0
Tropic Thunder,82.0,71.0
Fly Me to the Moon,20.0,25.0
Henry Poole Is Here,40.0,52.0
Mirrors,,
Star Wars: The Clone Wars,19.0,40.0
Vicky Cristina Barcelona,80.0,74.0
Rocker,,
Death Race,41.0,60.0
The Fifth Commandment,,25.0
Hamlet 2,62.0,56.0
The House Bunny,43.0,50.0
The Longshots,41.0,61.0
Trouble the Water,96.0,87.0
The Little Mermaid: Ariel's Beginning,33.0,57.0
Traitor,65.0,64.0
Babylon A.D.,7.0,26.0
Disaster Movie,1.0,21.0
I Served the King of England,80.0,81.0
Bangkok Dangerous,9.0,26.0
"Surfer, Dude",0.0,26.0
Burn After Reading,78.0,65.0
Tyler Perry's the Family That Preys,53.0,61.0
Towelhead,49.0,58.0
The Women,,
The Two of Them,,
Battle in Seattle,56.0,64.0
Duchess,,
Ghost Town,100.0,
Local Color,39.0,59.0
My Best Friend's Girl,,44.0
Choke,56.0,52.0
Eagle Eye,26.0,62.0
Forever Strong,29.0,75.0
Miracle at St. Anna,33.0,51.0
Nights in Rodanthe,30.0,52.0
An American Carol,12.0,48.0
The Appaloosa,,46.0
Blindness,,
Flash of Genius,62.0,55.0
How to Lose Friends & Alienate People,37.0,42.0
Nick and Norah's Infinite Playlist,75.0,65.0
Rachel Getting Married,84.0,62.0
Body of Lies,56.0,62.0
City of Ember,53.0,46.0
Happy Go Lucky,,50.0
Quarantine,,
Flick,,
The Elephant King,18.0,64.0
The Elephant King,18.0,64.0
Filth and Wisdom,24.0,42.0
Max Payne,16.0,29.0
Morning Light,33.0,49.0
The Secret Life of Bees,60.0,78.0
Sex Drive,45.0,58.0
W,,
What Just Happened?,50.0,22.0
The Changeling,85.0,79.0
Passengers,,
Pride and Glory,35.0,49.0
Saw V,13.0,52.0
"Synecdoche, New York",69.0,71.0
Immigrants,,29.0
The Haunting of Molly Hartley,2.0,18.0
The Other End of the Line,35.0,50.0
RocknRolla,60.0,71.0
The Boy in the Striped Pajamas,65.0,85.0
Madagascar: Escape 2 Africa,64.0,66.0
Repo! The Genetic Opera,37.0,73.0
Role Models,77.0,74.0
Slumdog Millionaire,91.0,90.0
Quantum of Solace,64.0,58.0
Bolt,90.0,74.0
Lake City,12.0,34.0
Special,59.0,63.0
Twilight,49.0,72.0
Australia,54.0,65.0
Four Christmases,25.0,47.0
Milk,93.0,89.0
Cadillac Records,66.0,65.0
Extreme Movie,,18.0
Frost/Nixon,93.0,88.0
Punisher: War Zone,29.0,42.0
The Reader,,50.0
The Reader,63.0,79.0
Wendy and Lucy,86.0,67.0
Che,,
The Day the Earth Stood Still,21.0,27.0
Delgo,12.0,26.0
Doubt,79.0,78.0
Gran Torino,81.0,90.0
Nothing Like the Holidays,53.0,42.0
Where God Left His Shoes,67.0,70.0
While She Was Out,38.0,17.0
The Wrestler,98.0,88.0
The Wrestler,,20.0
Nothing but the Truth,,50.0
Seven Pounds,27.0,75.0
The Tale of Despereaux,,
The Tale of Despereaux,56.0,44.0
Yes Man,46.0,66.0
Bedtime Stories,27.0,55.0
The Curious Case of Benjamin Button,72.0,80.0
Last Chance Harvey,71.0,53.0
Marley & Me,63.0,75.0
The Spirit,14.0,25.0
Spirit,,
Valkyrie,62.0,65.0
Waltz With Bashir,97.0,91.0
Revolutionary Road,67.0,71.0
Avatar,81.0,82.0
Transformers: Revenge of the Fallen,20.0,57.0
The Twilight Saga: New Moon,28.0,61.0
